epoch,train_loss,val_loss
1,0.064686,0.063094
2,0.046841,0.045517
3,0.041176,0.034254
4,0.037024,0.045252
5,0.034342,0.033242
6,0.032926,0.034004
7,0.031108,0.031360
8,0.030311,0.030487
9,0.028745,0.029886
10,0.028914,0.026995
