epoch,train_loss,val_loss
1,0.091580,0.055799
2,0.055391,0.052306
3,0.048675,0.044309
4,0.044380,0.044377
5,0.041915,0.041940
6,0.039852,0.042873
7,0.037819,0.038122
8,0.036609,0.038795
9,0.035319,0.040575
10,0.034105,0.035710
