epoch,train_loss,val_loss
1,0.083988,0.069593
2,0.064483,0.059826
3,0.057822,0.059287
4,0.053630,0.052254
5,0.051087,0.048701
6,0.048045,0.049721
7,0.046177,0.046614
8,0.043955,0.041760
9,0.042677,0.044198
10,0.040907,0.041300
