epoch,train_loss,val_loss
1,0.080335,0.065690
2,0.055084,0.050837
3,0.048646,0.052329
4,0.044245,0.044362
5,0.041992,0.043869
6,0.039875,0.041408
7,0.038394,0.043663
8,0.036594,0.036973
9,0.035492,0.040299
10,0.035087,0.040704
