epoch,train_loss,val_loss
1,0.071833,0.054836
2,0.051068,0.044178
3,0.045107,0.040832
4,0.041501,0.046284
5,0.039595,0.045089
6,0.037801,0.034938
7,0.035729,0.036095
8,0.034914,0.037796
9,0.033078,0.034295
10,0.032448,0.035963
