epoch,train_loss,val_loss
1,0.119184,0.071582
2,0.068519,0.060452
3,0.062227,0.054883
4,0.058193,0.056321
5,0.055684,0.050322
6,0.053738,0.064054
7,0.051527,0.047904
8,0.050093,0.049036
9,0.048639,0.054257
10,0.047959,0.062969
