epoch,train_loss,val_loss
1,0.067588,0.057947
2,0.050670,0.040623
3,0.043767,0.038059
4,0.039602,0.042119
5,0.037704,0.035746
6,0.035607,0.037091
7,0.033953,0.033852
8,0.033719,0.034089
9,0.031639,0.032637
10,0.030425,0.033130
