filename,si_sdr_noisy,si_sdr_denoised,improvement
p232_220.wav,1.6629,12.8838,+11.2210
p232_221.wav,17.0212,21.2406,+4.2194
p232_223.wav,10.6905,17.4275,+6.7370
p232_224.wav,5.8139,15.1561,+9.3422
p232_225.wav,0.7004,12.2544,+11.5541
p232_226.wav,16.0978,23.4441,+7.3463
p232_227.wav,11.5609,23.8344,+12.2735
p232_228.wav,5.3857,20.7833,+15.3976
p232_229.wav,0.2655,20.4568,+20.1913
p232_230.wav,15.8479,21.0025,+5.1546
p232_231.wav,10.8030,20.5141,+9.7111
p232_232.wav,6.3473,16.3118,+9.9645
p232_234.wav,0.1261,13.9176,+13.7915
p232_235.wav,16.7261,24.8066,+8.0805
p232_236.wav,10.0108,22.9908,+12.9800
p232_237.wav,6.3084,20.4234,+14.1150
p232_238.wav,0.4879,22.5649,+22.0770
p232_239.wav,15.5748,20.2592,+4.6844
p232_240.wav,11.5016,20.2129,+8.7113
p232_241.wav,5.0693,13.2454,+8.1761
p232_242.wav,0.5047,8.4937,+7.9890
p232_243.wav,15.7811,22.2665,+6.4853
p232_244.wav,11.4177,16.9354,+5.5177
p232_245.wav,5.3904,19.3382,+13.9478
p232_246.wav,1.0098,13.7401,+12.7304
p232_247.wav,15.2210,24.1041,+8.8831
p232_248.wav,11.6100,22.0686,+10.4586
p232_249.wav,6.1493,22.3395,+16.1901
p232_250.wav,1.2265,20.9538,+19.7273
p232_251.wav,16.2840,23.1436,+6.8596
p232_252.wav,10.9565,21.0536,+10.0972
p232_253.wav,6.3654,17.2524,+10.8870
p232_254.wav,1.3135,14.9724,+13.6589
p232_255.wav,15.7308,21.0954,+5.3647
p232_256.wav,10.8905,19.6474,+8.7569
p232_257.wav,5.3316,19.0954,+13.7637
p232_258.wav,1.4029,17.4497,+16.0468
p232_259.wav,16.5662,24.1990,+7.6328
p232_260.wav,10.8896,17.4108,+6.5212
p232_261.wav,6.4786,12.7344,+6.2558
p232_263.wav,1.5583,11.4099,+9.8516
p232_264.wav,16.6289,21.7930,+5.1642
p232_265.wav,10.7796,17.9116,+7.1319
p232_266.wav,6.2266,17.2644,+11.0378
p232_267.wav,1.7256,9.9182,+8.1926
p232_268.wav,15.9405,22.6007,+6.6602
p232_269.wav,11.4874,23.3837,+11.8963
p232_270.wav,6.4962,20.7822,+14.2860
p232_271.wav,1.4318,19.7345,+18.3027
p232_272.wav,15.9321,23.9957,+8.0636
p232_273.wav,10.7201,18.8114,+8.0913
p232_274.wav,6.4198,16.6246,+10.2048
p232_275.wav,1.5102,14.8593,+13.3490
p232_276.wav,16.3078,22.8905,+6.5826
p232_277.wav,11.4722,19.0057,+7.5335
p232_278.wav,5.5619,21.2188,+15.6568
p232_279.wav,0.8687,12.4232,+11.5545
p232_280.wav,16.3038,20.3888,+4.0850
p232_281.wav,9.7880,15.8640,+6.0761
p232_282.wav,6.6389,18.1715,+11.5326
p232_283.wav,0.4653,10.9716,+10.5062
p232_284.wav,16.3709,21.7577,+5.3868
p232_285.wav,10.5261,19.5843,+9.0583
p232_286.wav,5.9470,15.5334,+9.5863
p232_287.wav,0.8534,10.8313,+9.9780
p232_288.wav,15.4484,25.4120,+9.9636
p232_289.wav,11.4704,23.0059,+11.5355
p232_290.wav,4.7648,22.8527,+18.0879
p232_291.wav,0.5573,20.6731,+20.1158
p232_292.wav,15.1224,22.1232,+7.0009
p232_293.wav,11.6150,20.0408,+8.4258
p232_294.wav,6.4977,16.4042,+9.9065
p232_295.wav,1.4608,13.9897,+12.5289
p232_296.wav,15.9956,23.4377,+7.4421
p232_297.wav,10.9961,22.7961,+11.8000
p232_298.wav,5.1858,18.9507,+13.7649
p232_299.wav,0.2776,19.1259,+18.8484
p232_300.wav,15.2522,21.6825,+6.4302
p232_301.wav,10.2867,19.6761,+9.3894
p232_302.wav,5.2944,12.9583,+7.6639
p232_303.wav,1.7402,9.4862,+7.7461
p232_305.wav,15.9757,23.1281,+7.1524
p232_306.wav,10.7824,17.3921,+6.6098
p232_307.wav,7.1724,14.9399,+7.7675
p232_308.wav,0.3166,11.3900,+11.0734
p232_309.wav,16.2361,26.3567,+10.1207
p232_310.wav,10.0004,20.4580,+10.4576
p232_311.wav,5.6751,20.4856,+14.8105
p232_312.wav,1.3746,20.3840,+19.0094
p232_313.wav,15.9452,22.3514,+6.4062
p232_314.wav,10.6146,19.2713,+8.6567
p232_315.wav,5.0936,19.3857,+14.2921
p232_316.wav,0.3779,13.8552,+13.4773
p232_317.wav,15.9863,22.8689,+6.8826
p232_318.wav,11.1756,21.5875,+10.4120
p232_319.wav,6.2265,22.7820,+16.5555
p232_320.wav,0.8307,17.4423,+16.6116
p232_321.wav,16.2991,23.8327,+7.5336
p232_322.wav,11.3701,19.2765,+7.9065
